ticker,expiry,spot,side,strike,iv,volume,openInterest,bid,ask
SEZL,2026-08-21,174.39999389648438,P,200.0,1.0000000000000003e-05,2.0,0,0.0,0.0
SEZL,2026-08-21,174.39999389648438,P,210.0,1.0000000000000003e-05,6.0,0,0.0,0.0
SEZL,2026-08-21,174.39999389648438,P,220.0,1.0000000000000003e-05,2.0,0,0.0,0.0
SEZL,2026-08-21,174.39999389648438,P,230.0,1.0000000000000003e-05,1.0,0,0.0,0.0
SEZL,2026-08-21,174.39999389648438,P,240.0,1.0000000000000003e-05,1.0,0,0.0,0.0
SEZL,2026-08-21,174.39999389648438,P,250.0,1.0000000000000003e-05,3.0,0,0.0,0.0
SEZL,2026-08-21,174.39999389648438,P,260.0,1.0000000000000003e-05,1.0,0,0.0,0.0
SEZL,2026-08-21,174.39999389648438,P,270.0,1.0000000000000003e-05,,0,0.0,0.0
INOD,2026-08-07,69.37000274658203,C,39.5,1.0000000000000003e-05,2.0,0,0.0,0.0
INOD,2026-08-07,69.37000274658203,C,40.0,1.0000000000000003e-05,4.0,0,0.0,0.0
INOD,2026-08-07,69.37000274658203,C,40.5,1.0000000000000003e-05,1.0,0,0.0,0.0
INOD,2026-08-07,69.37000274658203,C,50.0,1.0000000000000003e-05,1.0,0,0.0,0.0
INOD,2026-08-07,69.37000274658203,C,54.0,1.0000000000000003e-05,4.0,0,0.0,0.0
INOD,2026-08-07,69.37000274658203,C,55.0,1.0000000000000003e-05,3.0,0,0.0,0.0
INOD,2026-08-07,69.37000274658203,C,56.0,1.0000000000000003e-05,5.0,0,0.0,0.0
INOD,2026-08-07,69.37000274658203,C,57.0,1.0000000000000003e-05,3.0,0,0.0,0.0
INOD,2026-08-07,69.37000274658203,C,58.0,1.0000000000000003e-05,1.0,0,0.0,0.0
INOD,2026-08-07,69.37000274658203,C,59.0,1.0000000000000003e-05,1.0,0,0.0,0.0
INOD,2026-08-07,69.37000274658203,C,60.0,1.0000000000000003e-05,1.0,0,0.0,0.0
INOD,2026-08-07,69.37000274658203,C,61.0,1.0000000000000003e-05,1.0,0,0.0,0.0
INOD,2026-08-07,69.37000274658203,C,62.0,1.0000000000000003e-05,1.0,0,0.0,0.0
INOD,2026-08-07,69.37000274658203,C,63.0,1.0000000000000003e-05,1.0,0,0.0,0.0
INOD,2026-08-07,69.37000274658203,C,64.0,1.0000000000000003e-05,12.0,0,0.0,0.0
INOD,2026-08-07,69.37000274658203,C,65.0,1.0000000000000003e-05,10.0,0,0.0,0.0
INOD,2026-08-07,69.37000274658203,C,66.0,1.0000000000000003e-05,5.0,0,0.0,0.0
INOD,2026-08-07,69.37000274658203,C,67.0,1.0000000000000003e-05,2.0,0,0.0,0.0
INOD,2026-08-07,69.37000274658203,C,68.0,1.0000000000000003e-05,24.0,0,0.0,0.0
INOD,2026-08-07,69.37000274658203,C,69.0,1.0000000000000003e-05,26.0,0,0.0,0.0
INOD,2026-08-07,69.37000274658203,C,70.0,0.0312596875,1605.0,0,0.0,0.0
INOD,2026-08-07,69.37000274658203,C,71.0,0.062509375,26.0,0,0.0,0.0
INOD,2026-08-07,69.37000274658203,C,72.0,0.12500875,16.0,0,0.0,0.0
INOD,2026-08-07,69.37000274658203,C,73.0,0.12500875,60.0,0,0.0,0.0
INOD,2026-08-07,69.37000274658203,C,74.0,0.2500075,3.0,0,0.0,0.0
INOD,2026-08-07,69.37000274658203,C,75.0,0.2500075,122.0,0,0.0,0.0
INOD,2026-08-07,69.37000274658203,C,76.0,0.2500075,6.0,0,0.0,0.0
INOD,2026-08-07,69.37000274658203,C,77.0,0.2500075,266.0,0,0.0,0.0
INOD,2026-08-07,69.37000274658203,C,78.0,0.500005,15.0,0,0.0,0.0
INOD,2026-08-07,69.37000274658203,C,79.0,0.500005,3.0,0,0.0,0.0
INOD,2026-08-07,69.37000274658203,C,80.0,0.500005,237.0,0,0.0,0.0
INOD,2026-08-07,69.37000274658203,C,81.0,0.500005,3.0,0,0.0,0.0
INOD,2026-08-07,69.37000274658203,C,82.0,0.500005,4.0,0,0.0,0.0
INOD,2026-08-07,69.37000274658203,C,83.0,0.500005,1.0,0,0.0,0.0
INOD,2026-08-07,69.37000274658203,C,84.0,0.500005,3.0,0,0.0,0.0
INOD,2026-08-07,69.37000274658203,C,85.0,0.500005,121.0,0,0.0,0.0
INOD,2026-08-07,69.37000274658203,C,86.0,0.500005,5.0,0,0.0,0.0
INOD,2026-08-07,69.37000274658203,C,87.0,0.500005,4.0,0,0.0,0.0
INOD,2026-08-07,69.37000274658203,C,88.0,0.500005,2.0,0,0.0,0.0
INOD,2026-08-07,69.37000274658203,C,89.0,0.500005,1.0,0,0.0,0.0
INOD,2026-08-07,69.37000274658203,C,90.0,0.500005,14.0,0,0.0,0.0
INOD,2026-08-07,69.37000274658203,C,91.0,0.500005,2.0,0,0.0,0.0
INOD,2026-08-07,69.37000274658203,C,92.0,0.500005,1.0,0,0.0,0.0
INOD,2026-08-07,69.37000274658203,C,93.0,0.500005,5.0,0,0.0,0.0
INOD,2026-08-07,69.37000274658203,C,94.0,0.500005,2.0,0,0.0,0.0
INOD,2026-08-07,69.37000274658203,C,95.0,0.500005,15.0,0,0.0,0.0
INOD,2026-08-07,69.37000274658203,C,100.0,0.500005,2.0,0,0.0,0.0
INOD,2026-08-07,69.37000274658203,C,110.0,0.500005,50.0,0,0.0,0.0
INOD,2026-08-07,69.37000274658203,C,115.0,0.500005,2.0,0,0.0,0.0
INOD,2026-08-07,69.37000274658203,C,120.0,0.500005,1.0,0,0.0,0.0
INOD,2026-08-07,69.37000274658203,C,125.0,0.500005,,0,0.0,0.0
INOD,2026-08-07,69.37000274658203,P,36.0,0.500005,210.0,0,0.0,0.0
INOD,2026-08-07,69.37000274658203,P,36.5,0.500005,1.0,0,0.0,0.0
INOD,2026-08-07,69.37000274658203,P,38.0,1.000005,,0,0.0,0.0
INOD,2026-08-07,69.37000274658203,P,38.5,0.500005,8.0,0,0.0,0.0
INOD,2026-08-07,69.37000274658203,P,40.0,0.500005,3.0,0,0.0,0.0
INOD,2026-08-07,69.37000274658203,P,41.5,0.500005,,0,0.0,0.0
INOD,2026-08-07,69.37000274658203,P,42.0,0.500005,1.0,0,0.0,0.0
INOD,2026-08-07,69.37000274658203,P,42.5,0.500005,,0,0.0,0.0
INOD,2026-08-07,69.37000274658203,P,43.0,0.500005,1.0,0,0.0,0.0
INOD,2026-08-07,69.37000274658203,P,44.0,0.500005,1.0,0,0.0,0.0
INOD,2026-08-07,69.37000274658203,P,44.5,0.500005,1.0,0,0.0,0.0
INOD,2026-08-07,69.37000274658203,P,45.0,0.500005,29.0,0,0.0,0.0
INOD,2026-08-07,69.37000274658203,P,45.5,0.500005,10.0,0,0.0,0.0
INOD,2026-08-07,69.37000274658203,P,46.0,0.500005,23.0,0,0.0,0.0
INOD,2026-08-07,69.37000274658203,P,46.5,0.500005,,0,0.0,0.0
INOD,2026-08-07,69.37000274658203,P,47.0,0.500005,1.0,0,0.0,0.0
INOD,2026-08-07,69.37000274658203,P,47.5,0.500005,1.0,0,0.0,0.0
INOD,2026-08-07,69.37000274658203,P,48.0,0.500005,2.0,0,0.0,0.0
INOD,2026-08-07,69.37000274658203,P,48.5,0.500005,3.0,0,0.0,0.0
INOD,2026-08-07,69.37000274658203,P,50.0,0.500005,41.0,0,0.0,0.0
INOD,2026-08-07,69.37000274658203,P,51.0,0.500005,8.0,0,0.0,0.0
INOD,2026-08-07,69.37000274658203,P,52.0,0.500005,5.0,0,0.0,0.0
INOD,2026-08-07,69.37000274658203,P,53.0,0.500005,29.0,0,0.0,0.0
INOD,2026-08-07,69.37000274658203,P,54.0,0.500005,2.0,0,0.0,0.0
INOD,2026-08-07,69.37000274658203,P,55.0,0.500005,59.0,0,0.0,0.0
INOD,2026-08-07,69.37000274658203,P,56.0,0.500005,2.0,0,0.0,0.0
INOD,2026-08-07,69.37000274658203,P,57.0,0.500005,6.0,0,0.0,0.0
INOD,2026-08-07,69.37000274658203,P,58.0,0.500005,34.0,0,0.0,0.0
INOD,2026-08-07,69.37000274658203,P,59.0,0.500005,2.0,0,0.0,0.0
INOD,2026-08-07,69.37000274658203,P,60.0,0.500005,33.0,0,0.0,0.0
INOD,2026-08-07,69.37000274658203,P,61.0,0.500005,3.0,0,0.0,0.0
INOD,2026-08-07,69.37000274658203,P,62.0,0.500005,1.0,0,0.0,0.0
INOD,2026-08-07,69.37000274658203,P,63.0,0.2500075,6.0,0,0.0,0.0
INOD,2026-08-07,69.37000274658203,P,64.0,0.2500075,2.0,0,0.0,0.0
INOD,2026-08-07,69.37000274658203,P,65.0,0.2500075,47.0,0,0.0,0.0
INOD,2026-08-07,69.37000274658203,P,66.0,0.12500875,54.0,0,0.0,0.0
INOD,2026-08-07,69.37000274658203,P,67.0,0.12500875,4.0,0,0.0,0.0
INOD,2026-08-07,69.37000274658203,P,68.0,0.062509375,21.0,0,0.0,0.0
INOD,2026-08-07,69.37000274658203,P,69.0,0.0312596875,13.0,0,0.0,0.0
INOD,2026-08-07,69.37000274658203,P,70.0,1.0000000000000003e-05,138.0,0,0.0,0.0
INOD,2026-08-07,69.37000274658203,P,71.0,1.0000000000000003e-05,1.0,0,0.0,0.0
INOD,2026-08-07,69.37000274658203,P,72.0,1.0000000000000003e-05,2.0,0,0.0,0.0
INOD,2026-08-07,69.37000274658203,P,73.0,1.0000000000000003e-05,1.0,0,0.0,0.0
INOD,2026-08-07,69.37000274658203,P,74.0,1.0000000000000003e-05,1.0,0,0.0,0.0
INOD,2026-08-07,69.37000274658203,P,75.0,1.0000000000000003e-05,5.0,0,0.0,0.0
INOD,2026-08-07,69.37000274658203,P,76.0,1.0000000000000003e-05,1.0,0,0.0,0.0
INOD,2026-08-07,69.37000274658203,P,77.0,1.0000000000000003e-05,1.0,0,0.0,0.0
INOD,2026-08-07,69.37000274658203,P,78.0,1.0000000000000003e-05,1.0,0,0.0,0.0
INOD,2026-08-07,69.37000274658203,P,79.0,1.0000000000000003e-05,1.0,0,0.0,0.0
INOD,2026-08-07,69.37000274658203,P,80.0,1.0000000000000003e-05,2.0,0,0.0,0.0
INOD,2026-08-07,69.37000274658203,P,81.0,1.0000000000000003e-05,1.0,0,0.0,0.0
INOD,2026-08-07,69.37000274658203,P,82.0,1.0000000000000003e-05,1.0,0,0.0,0.0
INOD,2026-08-07,69.37000274658203,P,83.0,1.0000000000000003e-05,2.0,0,0.0,0.0
INOD,2026-08-07,69.37000274658203,P,84.0,1.0000000000000003e-05,2.0,0,0.0,0.0
INOD,2026-08-07,69.37000274658203,P,85.0,1.0000000000000003e-05,1.0,0,0.0,0.0
INOD,2026-08-07,69.37000274658203,P,86.0,1.0000000000000003e-05,2.0,0,0.0,0.0
INOD,2026-08-07,69.37000274658203,P,87.0,1.0000000000000003e-05,1.0,0,0.0,0.0
INOD,2026-08-07,69.37000274658203,P,88.0,1.0000000000000003e-05,1.0,0,0.0,0.0
INOD,2026-08-07,69.37000274658203,P,89.0,1.0000000000000003e-05,20.0,0,0.0,0.0
INOD,2026-08-07,69.37000274658203,P,90.0,1.0000000000000003e-05,4.0,0,0.0,0.0
INOD,2026-08-07,69.37000274658203,P,91.0,1.0000000000000003e-05,1.0,0,0.0,0.0
INOD,2026-08-07,69.37000274658203,P,94.0,1.0000000000000003e-05,5.0,0,0.0,0.0
INOD,2026-08-07,69.37000274658203,P,95.0,1.0000000000000003e-05,1.0,0,0.0,0.0
INOD,2026-08-07,69.37000274658203,P,100.0,1.0000000000000003e-05,2.0,0,0.0,0.0
ROKU,2026-08-07,146.9600067138672,C,75.0,1.0000000000000003e-05,26.0,0,0.0,0.0
ROKU,2026-08-07,146.9600067138672,C,80.0,1.0000000000000003e-05,4.0,0,0.0,0.0
ROKU,2026-08-07,146.9600067138672,C,85.0,1.0000000000000003e-05,48.0,0,0.0,0.0
ROKU,2026-08-07,146.9600067138672,C,90.0,1.0000000000000003e-05,611.0,0,0.0,0.0
ROKU,2026-08-07,146.9600067138672,C,95.0,1.0000000000000003e-05,190.0,0,0.0,0.0
ROKU,2026-08-07,146.9600067138672,C,100.0,1.0000000000000003e-05,1.0,0,0.0,0.0
ROKU,2026-08-07,146.9600067138672,C,105.0,1.0000000000000003e-05,5.0,0,0.0,0.0
ROKU,2026-08-07,146.9600067138672,C,110.0,1.0000000000000003e-05,2.0,0,0.0,0.0
ROKU,2026-08-07,146.9600067138672,C,115.0,1.0000000000000003e-05,1.0,0,0.0,0.0
ROKU,2026-08-07,146.9600067138672,C,120.0,1.0000000000000003e-05,4.0,0,0.0,0.0
ROKU,2026-08-07,146.9600067138672,C,122.0,1.0000000000000003e-05,2.0,0,0.0,0.0
ROKU,2026-08-07,146.9600067138672,C,123.0,1.0000000000000003e-05,,0,0.0,0.0
ROKU,2026-08-07,146.9600067138672,C,124.0,1.0000000000000003e-05,45.0,0,0.0,0.0
ROKU,2026-08-07,146.9600067138672,C,125.0,1.0000000000000003e-05,2.0,0,0.0,0.0
ROKU,2026-08-07,146.9600067138672,C,126.0,1.0000000000000003e-05,2.0,0,0.0,0.0
ROKU,2026-08-07,146.9600067138672,C,127.0,1.0000000000000003e-05,1.0,0,0.0,0.0
ROKU,2026-08-07,146.9600067138672,C,128.0,1.0000000000000003e-05,24.0,0,0.0,0.0
ROKU,2026-08-07,146.9600067138672,C,129.0,1.0000000000000003e-05,25.0,0,0.0,0.0
ROKU,2026-08-07,146.9600067138672,C,130.0,1.0000000000000003e-05,3.0,0,0.0,0.0
ROKU,2026-08-07,146.9600067138672,C,131.0,1.0000000000000003e-05,1.0,0,0.0,0.0
ROKU,2026-08-07,146.9600067138672,C,132.0,1.0000000000000003e-05,1.0,0,0.0,0.0
ROKU,2026-08-07,146.9600067138672,C,133.0,1.0000000000000003e-05,3.0,0,0.0,0.0
ROKU,2026-08-07,146.9600067138672,C,134.0,1.0000000000000003e-05,1.0,0,0.0,0.0
ROKU,2026-08-07,146.9600067138672,C,135.0,1.0000000000000003e-05,3.0,0,0.0,0.0
ROKU,2026-08-07,146.9600067138672,C,136.0,1.0000000000000003e-05,1.0,0,0.0,0.0
ROKU,2026-08-07,146.9600067138672,C,138.0,1.0000000000000003e-05,1.0,0,0.0,0.0
ROKU,2026-08-07,146.9600067138672,C,140.0,1.0000000000000003e-05,1.0,0,0.0,0.0
ROKU,2026-08-07,146.9600067138672,C,141.0,1.0000000000000003e-05,1.0,0,0.0,0.0
ROKU,2026-08-07,146.9600067138672,C,142.0,1.0000000000000003e-05,1.0,0,0.0,0.0
ROKU,2026-08-07,146.9600067138672,C,143.0,1.0000000000000003e-05,1.0,0,0.0,0.0
ROKU,2026-08-07,146.9600067138672,C,144.0,1.0000000000000003e-05,13.0,0,0.0,0.0
ROKU,2026-08-07,146.9600067138672,C,145.0,1.0000000000000003e-05,5.0,0,0.0,0.0
ROKU,2026-08-07,146.9600067138672,C,146.0,1.0000000000000003e-05,9.0,0,0.0,0.0
ROKU,2026-08-07,146.9600067138672,C,147.0,0.00196310546875,207.0,0,0.0,0.0
ROKU,2026-08-07,146.9600067138672,C,148.0,0.0312596875,37.0,0,0.0,0.0
ROKU,2026-08-07,146.9600067138672,C,149.0,0.062509375,5.0,0,0.0,0.0
ROKU,2026-08-07,146.9600067138672,C,150.0,0.062509375,124.0,0,0.0,0.0
ROKU,2026-08-07,146.9600067138672,C,152.5,0.12500875,20.0,0,0.0,0.0
ROKU,2026-08-07,146.9600067138672,C,155.0,0.12500875,39.0,0,0.0,0.0
ROKU,2026-08-07,146.9600067138672,C,157.5,0.2500075,36.0,0,0.0,0.0
ROKU,2026-08-07,146.9600067138672,C,160.0,0.2500075,43.0,0,0.0,0.0
ROKU,2026-08-07,146.9600067138672,C,165.0,0.2500075,,0,0.0,0.0
ROKU,2026-08-07,146.9600067138672,C,185.0,0.500005,2.0,0,0.0,0.0
ROKU,2026-08-07,146.9600067138672,P,120.0,0.500005,2.0,0,0.0,0.0
ROKU,2026-08-07,146.9600067138672,P,122.0,0.500005,,0,0.0,0.0
ROKU,2026-08-07,146.9600067138672,P,123.0,0.500005,1.0,0,0.0,0.0
ROKU,2026-08-07,146.9600067138672,P,124.0,0.500005,22.0,0,0.0,0.0
ROKU,2026-08-07,146.9600067138672,P,125.0,0.500005,2.0,0,0.0,0.0
ROKU,2026-08-07,146.9600067138672,P,127.0,0.500005,34.0,0,0.0,0.0
ROKU,2026-08-07,146.9600067138672,P,128.0,0.500005,2.0,0,0.0,0.0
ROKU,2026-08-07,146.9600067138672,P,129.0,0.500005,1.0,0,0.0,0.0
ROKU,2026-08-07,146.9600067138672,P,130.0,0.500005,50.0,0,0.0,0.0
ROKU,2026-08-07,146.9600067138672,P,131.0,0.2500075,26.0,0,0.0,0.0
ROKU,2026-08-07,146.9600067138672,P,132.0,0.2500075,5.0,0,0.0,0.0
ROKU,2026-08-07,146.9600067138672,P,133.0,0.2500075,1.0,0,0.0,0.0
ROKU,2026-08-07,146.9600067138672,P,135.0,0.2500075,10.0,0,0.0,0.0
ROKU,2026-08-07,146.9600067138672,P,136.0,0.2500075,4.0,0,0.0,0.0
ROKU,2026-08-07,146.9600067138672,P,137.0,0.2500075,2.0,0,0.0,0.0
ROKU,2026-08-07,146.9600067138672,P,138.0,0.2500075,2.0,0,0.0,0.0
ROKU,2026-08-07,146.9600067138672,P,139.0,0.2500075,4.0,0,0.0,0.0
ROKU,2026-08-07,146.9600067138672,P,140.0,0.12500875,103.0,0,0.0,0.0
ROKU,2026-08-07,146.9600067138672,P,141.0,0.12500875,15.0,0,0.0,0.0
ROKU,2026-08-07,146.9600067138672,P,142.0,0.12500875,2.0,0,0.0,0.0
ROKU,2026-08-07,146.9600067138672,P,143.0,0.12500875,8.0,0,0.0,0.0
ROKU,2026-08-07,146.9600067138672,P,144.0,0.062509375,11.0,0,0.0,0.0
ROKU,2026-08-07,146.9600067138672,P,145.0,0.062509375,47.0,0,0.0,0.0
ROKU,2026-08-07,146.9600067138672,P,146.0,0.0312596875,15.0,0,0.0,0.0
LQDT,2026-08-21,37.540000915527344,C,30.0,1.0000000000000003e-05,1,0,0.0,0.0
LQDT,2026-08-21,37.540000915527344,C,35.0,1.0000000000000003e-05,1,0,0.0,0.0
LQDT,2026-08-21,37.540000915527344,C,40.0,0.062509375,1,0,0.0,0.0
LQDT,2026-08-21,37.540000915527344,C,45.0,0.2500075,6,0,0.0,0.0
LQDT,2026-08-21,37.540000915527344,P,20.0,0.500005,4,0,0.0,0.0
LQDT,2026-08-21,37.540000915527344,P,22.5,0.500005,32,0,0.0,0.0
GCT,2026-08-21,46.2400016784668,C,25.0,1.0000000000000003e-05,10,0,0.0,0.0
GCT,2026-08-21,46.2400016784668,C,30.0,1.0000000000000003e-05,10,0,0.0,0.0
GCT,2026-08-21,46.2400016784668,C,35.0,1.0000000000000003e-05,1,0,0.0,0.0
GCT,2026-08-21,46.2400016784668,C,40.0,1.0000000000000003e-05,4,0,0.0,0.0
GCT,2026-08-21,46.2400016784668,C,45.0,1.0000000000000003e-05,11,0,0.0,0.0
GCT,2026-08-21,46.2400016784668,C,50.0,0.12500875,142,0,0.0,0.0
GCT,2026-08-21,46.2400016784668,P,22.5,0.500005,1,0,0.0,0.0
GCT,2026-08-21,46.2400016784668,P,25.0,0.500005,5,0,0.0,0.0
